,dialogue_id,service_call_method,conversation,instruction,service_call_parameters
91,1_00080,ReserveRestaurant,"USER:I would like to eat out side this time, can you search for a nice place?
SYSTEM:Yes, of course, which City do you like to eat? any preference?
USER:Ya, I like to eat at some nice place in Calistoga.
SYSTEM:Is there any preferred food specially liked by you?
USER:I like Taiwanese food so much, can you find something?
SYSTEM:I got details about 1, Soo Yuan Restaurant is the best one which is located in Calistoga as per your wish.
USER:Is there any liquor supply? and let me know the address.
SYSTEM:Yes they supply alcohol and the address is 1354 California 29.
USER:That's fine, please make reservation for 4 including me.
SYSTEM:at what time?
USER:1:30 in the afternoon will be fine.
SYSTEM:Please confirm: Booking for a table for 4 persons at Soo Yuan Restaurant in Calistoga at 1:30 pm today.
USER:Yes, that will be fine.
",Please reserve a table for 4 at 1:30 pm today at Soo Yuan Restaurant in Calistoga.,"{'city': 'Calistoga', 'date': '2019-03-01', 'party_size': '4', 'restaurant_name': 'Soo Yuan Restaurant', 'time': '13:30'}"
92,1_00082,ReserveRestaurant,"USER:Can you recommend a restaurant where I can go for a meal.
SYSTEM:Would you like me to search by any particular type of cuisine and city?
USER:I would like a reasonably priced restaurant that serves Sushi in San Rafael.
SYSTEM:There is a great restaurant called Sushi To Dai For in San Rafael.
USER:Can you tell me their exact location.
SYSTEM:They are located on 816 4th Street.
USER:Can you tell me the phone number for the restaurant? And I would like to know if they have live music as well.
SYSTEM:I am sorry, but they do not have live music. However, the phone number for the restaurant is 415-721-0392.
USER:I would like the name of another restaurant, one that serves Sichuan food, please.
SYSTEM:There is a great restaurant that serves Sichuan cuisine in San Rafael called Yet Wah Restaurant.
USER:Sure, that sounds good. I would like to go ahead and make a reservation for that restaurant.
SYSTEM:What time would you like me to make the reservation for?
USER:I would like to reserve for 7 in the evening for Monday next week.
SYSTEM:Excellent. Can you make a reservation at Yet Wah Restaurant in San Rafael for 7 pm next Monday for 2 people?
USER:Sure, that's perfect.
",Please reserve a table for 2 people at Yet Wah Restaurant in San Rafael for 7 pm next Monday.,"{'city': 'San Rafael', 'date': '2019-03-04', 'party_size': '2', 'restaurant_name': 'Yet Wah Restaurant', 'time': '19:00'}"
93,1_00086,ReserveRestaurant,"USER:Give me a place to eat at.
SYSTEM:Which city should I search? Is there a specific food type you would like to eat, such as American or Italian?
USER:San Bruno, I am looking for low priced, Taiwanese food.
SYSTEM:China Garden fits your preferences in San Bruno.
USER:Whats the address?
SYSTEM:586 San Mateo Avenue
USER:Do they serve liquor?
SYSTEM:They do not serve alcohol.
USER:Could you suggest another similar restaurant that serves alcohol?
SYSTEM:Dumpling Era in San Bruno serves alcohol.
USER:Could you suggest another restaurant without the price limitation?
SYSTEM:I found 1 restaurant: Ming's in San Bruno.
USER:That works. I'd like to make a reservation at half past 12 in the afternoon for 6 people.
SYSTEM:Please confirm: I am booking a table at Ming's, in San Bruno. The reservation is for 6 people, today at 12:30 pm.
USER:Correct. What is their address?
",I'd like to Reserve a Restaurant for 6 people at 12:30 pm today at Ming's in San Bruno.,"{'city': 'San Bruno', 'date': '2019-03-01', 'party_size': '6', 'restaurant_name': ""Ming's"", 'time': '12:30'}"
94,1_00087,ReserveRestaurant,"USER:I am looking for a Greek place to eat please.
SYSTEM:Which city should I search in?
USER:Please locate one in San Carlos.
SYSTEM:I found 2 Greek restaurants. Agora is a nice one located in San Carlos.
USER:Can you suggest any other restaurants? One that serves Spicy Noodles would be perfect.
SYSTEM:I located 2 restaurants. Asya Restaurant is nice and located on San Carlos.
USER:Could you suggest any other ones? I'd like one that serves alcohol.
SYSTEM:I found 1, Thai Time is nice and located in San Carlos.
USER:Yes, that sounds good. Please make a reservation.
SYSTEM:What time would you like?
USER:Please make if for 12:45.
SYSTEM:Please confirm the following: Booking a table for 2 today at Thai Time in the city of San Carlos for 12:45 pm.
USER:Yes, that is correct. Can you please provide me their phone number and address?
",Please reserve a table for 2 at Thai Time in San Carlos today at 12:45 pm.,"{'city': 'San Carlos', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': 'Thai Time', 'time': '12:45'}"
95,1_00088,ReserveRestaurant,"USER:Please help me find a restaurant.
SYSTEM:Please name the city I should search.
USER:I am looking for a restaurant in Petaluma.
SYSTEM:What type of food do you prefer? Please say Indian, Chinese, or something similar.
USER:Somewhere similar to Asian Fusion would be nice.
SYSTEM:How about Flowering Tea House in Petaluma?
USER:Yes, please make a reservation for 5:15 in the evening, next Friday.
SYSTEM:Please confirm your reservation details: Reservation for 2 next Friday, at 5:15 PM, in Petaluma at the Flowering Tea House.
USER:No, it's only for 1 person. Please make the time quarter past 1 in the afternoon.
SYSTEM:Please confirm your reservation details: Reservation for 1 person at 1:15 pm.
USER:Actually, no. Make it the 13th of this month for 3 people.
SYSTEM:Please confirm your reservation details: March 13th for 3 people.
USER:Yes, that's correct. Does this restaurant serve liquor?
",Please reserve a table for 3 people on the 13th of this month at 1:15 in the afternoon at the Flowering Tea House.,"{'city': 'Petaluma', 'date': '2019-03-13', 'party_size': '3', 'restaurant_name': 'Flowering Tea House', 'time': '13:15'}"
96,1_00091,ReserveRestaurant,"USER:I want to get something to eat, something that's pricey, help me look for a place.
SYSTEM:What city would you like me to search in?
USER:Search in Pleasanton.
SYSTEM:What type of cuisine are you looking for, for example American, Indian, or anything else?
USER:I'm looking for Barbecue, that would hit the spot.
SYSTEM:There are 2 restaurants I've found. There's a nice restaurant called Baci Bistro And Bar in Pleasanton that might interest you.
USER:What's their phone number? And is there live music there?
SYSTEM:You can call them at 925-600-0600. And I'm sorry, but there's no live music there.
USER:Okay, that's fine. Make me a reservation for the restaurant.
SYSTEM:What time would you like the reservation for?
USER:I want it to be at 13:45.
SYSTEM:Okay, I'll make you a reservation for 2 at Baci Bistro And Bar in Pleasanton at 1:45 pm today, is that correct?
USER:Yeah, that's correct. Also, what's their address, and do they serve liquor there?
",Please reserve a table for 2 at Baci Bistro And Bar in Pleasanton today at 13:45.,"{'city': 'Pleasanton', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': 'Baci Bistro And Bar', 'time': '13:45'}"
97,1_00092,ReserveRestaurant,"USER:I'm hungry, do you have any recommendations on where to eat?
SYSTEM:Where are you looking for to eat? What type of food do you want? Do you want American, Indian, or some other cuisine?
USER:I'm craving some Sushi in San Francisco if possible.
SYSTEM:There a good restaurant in San Francisco that sells sushi it is called 2g Japanese Brasserie.
USER:Do you know the price range of the restaurant?
SYSTEM:Their prices are moderate.
USER:That sounds great. I want to make a reservation.
SYSTEM:For when do you want to make it?
USER:Make a reservation for one person at afternoon 12.
SYSTEM:Please confirm: Making a reservation for 1 person today at 12 pm at 2g Japanese Brasserie in San Francisco.
USER:No, I'm sorry. It's for three people.
SYSTEM:Please confirm: Making a reservation for 3 people today at 12 pm at 2g Japanese Brasserie in San Francisco.
USER:In second though I want it to be at 12:30 in the afternoon.
SYSTEM:Making a reservation for 3 people today at 12:30 pm at 2g Japanese Brasserie in San Francisco.
USER:That is correct. What is the address of the restaurant?
",Please reserve a table for three people at 12:30 pm today at 2g Japanese Brasserie in San Francisco.,"{'city': 'San Francisco', 'date': '2019-03-01', 'party_size': '3', 'restaurant_name': '2g Japanese Brasserie', 'time': '12:30'}"
98,1_00094,ReserveRestaurant,"USER:What's a good place to grab a bite?
SYSTEM:What type of food. Italian? Indian?
USER:I'm in the mood for a burger.
SYSTEM:Where should I look?
USER:Find a place in Vallejo with live music.
SYSTEM:How about Mcdonald's in Vallejo?
USER:Yes. Please book a table.
SYSTEM:For what time?
USER:1 in the afternoon.
SYSTEM:Mcdonald's in Vallejo for 2 at 1 pm today. Correct?
USER:Yes, that is correct.
",Please reserve a table for 2 at Mcdonald's in Vallejo today at 1 pm.,"{'city': 'Vallejo', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': ""Mcdonald's"", 'time': '13:00'}"
99,1_00095,ReserveRestaurant,"USER:I'm searching for a place to dine at.
SYSTEM:What metropolis should I look in, and what types of food do you want?
USER:I'd like for a moderate costing meal in Mountain View, preferably French.
SYSTEM:La Fontaine is a lovely diner situated in Mountain View.
USER:Can you give me their phone number?
SYSTEM:The restaurant's number is 650-968-2300.
USER:What is the restaurant's location?
SYSTEM:The restaurant's location is 186 Castro Street.
USER:Is there any other restaurant you recommend, preferably in SF?
SYSTEM:I discovered 10 restaurants. There is a wonderful diner called Amelie San Francisco located in San Francisco.
USER:Yeah, that's the one for me. I'd like to book a spot at that restaurant.
SYSTEM:When would you like the booking for?
USER:Put it for morning 10:30.
SYSTEM:Please verify the following information: Reserve a table for 2 people at Amelie San Francisco for 10:30 am today in San Francisco.
USER:Yeah, that's what I want. Can you give me their phone number?
",Please reserve a table for 2 people at Amelie San Francisco today at 10:30 am.,"{'city': 'San Francisco', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': 'Amelie San Francisco', 'time': '10:30'}"
100,1_00097,ReserveRestaurant,"USER:what can I have for breakfast
SYSTEM:There is American, Chinese, or anything else what do you want to eat?
USER:Anyone that is burger like in nature
SYSTEM:which city should I search from
USER:San francisco is okay
SYSTEM:There is a nice returant called 1760 in San francisco
USER:Yes that is okay with me, I need a reservation at 1760
SYSTEM:when do u want it booked?
USER:evening 4:45 is perfect
SYSTEM:booking table at 1760, city San francisco, time 4:45 pm, date today, reservation for 2 people. Confirm the details above
USER:That is okay with me
",Please reserve a restaurant for 2 people at 4:45 PM today at 1760 in San Francisco.,"{'city': 'San Francisco', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': '1760', 'time': '16:45'}"
101,1_00099,ReserveRestaurant,"USER:I am looking for a restaurant.
SYSTEM:What kind of food do you want? What city are you in?
USER:I am looking for asian food in SFO.
SYSTEM:I found 10 restaurants in San Francisco including 8 Immortals Restaurant.
USER:What other restaurants are there? I want to buy a drink.
SYSTEM:There is a nice restaurant in San Francisco called Butterfly Restaurant.
USER:Do they have live music? Where are they located?
SYSTEM:They do not have live music. They are at 33 The Embarcadero.
USER:What other restaurants are there?
SYSTEM:There is a nice restaurant in San Francisco called Chaat Corner.
USER:I want to make a reservation there.
SYSTEM:What time do you want to go?
USER:I want the reservation at half past 7 in the evening.
SYSTEM:Please confirm you want a reservation for 2 people at Chaat Corner in San Francisco today at 7:30 pm.
USER:No, I actually want to go on March 14th.
SYSTEM:Please confirm you want the reservation in San Francisco on March 14th.
USER:Actually, we are going as a group of three.
SYSTEM:Please confirm you want a reservation for 3 people on March 14th.
USER:That is correct.
",Please reserve a restaurant for three people at Chaat Corner in San Francisco on March 14th at 7:30 pm.,"{'city': 'San Francisco', 'date': '2019-03-14', 'party_size': '3', 'restaurant_name': 'Chaat Corner', 'time': '19:30'}"
102,41_00051,SearchHotel,"USER:Could you find me hotels?
SYSTEM:Which area would you like to search in?
USER:I want to find hotels in Kuala Lumpur.
",Could you find me hotels in Kuala Lumpur?,{'location': 'Kuala Lumpur'}
103,41_00052,SearchHotel,"USER:Can you look for hotels for me?
SYSTEM:Where would you like to stay?
USER:I'm looking for hotels in Vancouver.
",Can you look for hotels in Vancouver for me?,{'location': 'Vancouver'}
104,41_00053,SearchHotel,"USER:I'd like to book a hotel room in SD, can you help me find some?
",Can you help me find a hotel room in SD?,{'location': 'San Diego'}
105,41_00054,SearchHotel,"USER:I have the necessity to book 1 hotel room.
SYSTEM:okay, can you be more specific about the area?
USER:Yes, look in New York area.
",Could you please search for a hotel room in New York for 1 person?,"{'location': 'New York', 'number_of_rooms': '1'}"
106,41_00055,SearchHotel,"USER:I need to travel for a business trip . Will you find me some good hotels around Atlanta where pets are allowed?
",Could you find me some good hotels in Atlanta for my business trip where pets are allowed?,"{'location': 'Atlanta', 'pets_welcome': 'True'}"
107,41_00056,SearchHotel,"USER:I need to book a hotel room. Can you find me one?
SYSTEM:Sure. What city are you staying in?
USER:I'm going to San Diego.
",Can you find me a hotel room for my stay in San Diego?,{'location': 'San Diego'}
108,41_00057,SearchHotel,"USER:I'm going on a trip. Can you find me a hotel?
SYSTEM:Sure, where will you be going?
USER:I'll be going to Sydney.
",Can you find me a hotel in Sydney for my upcoming trip?,{'location': 'Sydney'}
109,41_00058,SearchHotel,"USER:I want to go to some nice hotels, can you help me to find one?
SYSTEM:Do you have any preferred area to search for the hotels?
USER:Please search it around London, UK, that will be perfect for me.
","Please search a hotel for me around London, UK.",{'location': 'London'}
110,41_00059,SearchHotel,"USER:search hotels for me please.
SYSTEM:sure, no problem. What area would you prefer I search?
USER:Please search Paris.
",Could you please search a hotel for me in Paris?,{'location': 'Paris'}
111,41_00060,SearchHotel,"USER:Could you help me search for a hotel, please?
SYSTEM:What area would you like me to search?
USER:Search in London, UK.
","Could you please search for a hotel in London, UK?",{'location': 'London'}
112,41_00061,SearchHotel,"USER:Hi, it's my wife and I'd anniversary and we'd like to go to London. Can you find me some hotels around there?
",Can you find me some hotels in London for my wife and I to celebrate our anniversary?,{'location': 'London'}
113,41_00062,SearchHotel,"USER:I wish to search for hotels around SFO. Could you please help me?
","I'm looking to search for hotels around SFO, so could you assist me with that?",{'location': 'San Francisco'}
114,41_00063,SearchHotel,"USER:Hello! My name is William. I've a trip to London, UK for a couple of days. I would love if you can help me to find some good hotels around London and book two rooms for me.
","Could you help me find some good hotels in London for my trip, as I need to book two rooms?","{'location': 'London', 'number_of_rooms': '2'}"
115,41_00064,SearchHotel,"USER:I'm interested in finding a hotel. Can you help?
SYSTEM:Yes, I'd love to help. Where are you looking to stay?
USER:I will be staying in the Phoenix, AZ area.
","Please help me find a hotel in the Phoenix, AZ area!",{'location': 'Phoenix'}
116,41_00065,SearchHotel,"USER:Hey, I just got the news that I my vacation days have been approved. Now, I sure could use your help to pull up some hotel options, if you please.
SYSTEM:I'll be glad to offer you some hotel options. In what city would you like me to search?
USER:Let's go for hotels around London, England.
","Could you please search a hotel for me in London, England for my upcoming vacation?",{'location': 'London'}
117,41_00066,SearchHotel,"USER:I want to book 1 hotel room.
SYSTEM:In which area.
USER:Around NY.
",Could you please search a hotel for 1 person around NY?,"{'location': 'New York', 'number_of_rooms': '1'}"
118,41_00067,SearchHotel,"USER:Can you help me find hotels in New York?
",Please search for hotels in New York for me.,{'location': 'New York'}
119,41_00068,SearchHotel,"USER:Can you help me to search for Hotels around London, UK, I may need 2 rooms?
","Could you search for hotels in London, UK for me? I might need 2 rooms.","{'location': 'London', 'number_of_rooms': '2'}"
120,41_00069,SearchHotel,"USER:can you help me to search some hotels? I need one rooms to book.
SYSTEM:Whats your prefered area?
USER:I need the hotels around Toronto, Canada
","Can you search a hotel for me in Toronto, Canada for one room?","{'location': 'Toronto', 'number_of_rooms': '1'}"
121,41_00070,SearchHotel,"USER:I would like to find a hotel.
SYSTEM:In what city are you looking for a hotel
USER:I would like to find a hotel in the SD area.
",Can you help me find a hotel in the SD area?,{'location': 'San Diego'}
122,41_00071,SearchHotel,"USER:Hi, Good morning. How are you doing today? I would like to make a reservation for this week end. Do you have vacancies in some good hotels?
SYSTEM:Good Morning. Doing good. How about you? Do you have any area preference to stay in?
USER:Yup! I would prefer to stay in a good hotel around Paris, France that has a good customer reviews and rating.
","Could you please search a hotel for me this weekend in Paris, France for my stay?",{'location': 'Paris'}
123,41_00072,SearchHotel,"USER:I would like to find a hotel to sleep in, so can you help with that?
SYSTEM:Do you have a specific area in mind for where I should look for?
USER:I would like to find a hotel which is somewhere in Sydney, NSW.
","Can you help me search a hotel in Sydney, NSW for my stay?",{'location': 'Sydney'}
124,41_00073,SearchHotel,"USER:Search Hotels, I need to book one room please.
SYSTEM:Sure, No problem. What are would you like me to search?
USER:Located hotels close to London, England please.
","Please search a hotel for one room in London, England.","{'location': 'London', 'number_of_rooms': '1'}"
125,41_00074,SearchHotel,"USER:I'm looking for some hotels.
SYSTEM:What area are you interested in?
USER:I need a hotel in Sydney, Australia.
","Could you please search a hotel for me in Sydney, Australia?",{'location': 'Sydney'}
126,41_00075,SearchHotel,"USER:Could you help me find hotels?
SYSTEM:In what area would you like to find hotels?
USER:I need hotels around LA.
",Could you help me search a hotel for me in LA?,{'location': 'Los Angeles'}
127,41_00076,SearchHotel,"USER:I'm going on a trip soon. Can you help me book a hotel?
SYSTEM:Sure, where are you going?
USER:I need one room that's pet-friendly somewhere around Atlanta.
",Can you help me search for a pet-friendly hotel around Atlanta for one room?,"{'location': 'Atlanta', 'number_of_rooms': '1', 'pets_welcome': 'True'}"
128,41_00077,SearchHotel,"USER:I need some help finding a hotel.
SYSTEM:What city do you want to look in?
USER:I just want one room in London, England.
","Can you help me search a hotel for one room in London, England?","{'location': 'London', 'number_of_rooms': '1'}"
129,41_00078,SearchHotel,"USER:We have to arrange a party in the hotel for my relatives on a memorable occasion. Is there any suitable hotel to book 2 rooms.
SYSTEM:Are you particular with any area?
USER:It would be better in SFO.
",Can you search a hotel in SFO for 2 rooms for a party we're arranging for my relatives on a memorable occasion?,"{'location': 'San Francisco', 'number_of_rooms': '2'}"
130,41_00079,SearchHotel,"USER:Please help me find a hotel. I need to book 1 room.
SYSTEM:I can do that. In what area do you want to stay?
USER:I need a hotel in London, UK please.
","Could you please help me find a hotel in London, UK for 1 room?","{'location': 'London', 'number_of_rooms': '1'}"
131,41_00080,SearchHotel,"USER:Can you search for some hotels for me?
SYSTEM:Which area you need me to look in?
USER:I require hotels around New York City
",Please search for some hotels in New York City for me.,{'location': 'New York'}
132,41_00081,SearchHotel,"USER:Can you search some hotels for me? I want to search around Paris, France
","Please search some hotels for me around Paris, France.",{'location': 'Paris'}
133,41_00082,SearchHotel,"USER:Will you help me find hotels?
SYSTEM:Where?
USER:Around London, UK.
","Could you help me search for hotels around London, UK?",{'location': 'London'}
134,41_00083,SearchHotel,"USER:Due to certain reasons I have to dine outside. Can you find a suitable hotel for me?
SYSTEM:Where do you want to dine at?
USER:Around New York City.
",Can you find a suitable hotel for me around New York City for dining?,{'location': 'New York'}
135,41_00084,SearchHotel,"USER:In want to find some hotels in KL, can you find for me?
",Can you find some hotels in KL for me?,{'location': 'Kuala Lumpur'}
136,41_00085,SearchHotel,"USER:I need help finding a hotel.
SYSTEM:In which area?
USER:Around NYC.
",Can you help me search a hotel around NYC?,{'location': 'New York'}
137,41_00086,SearchHotel,"USER:I'm going on a short trip with my boyfriend. Can you find me some hotels?
SYSTEM:In which city?
USER:Paris, France. Please.
","Can you find me some hotels in Paris, France for my trip with my boyfriend?",{'location': 'Paris'}
138,41_00087,SearchHotel,"USER:Please get me a room.
SYSTEM:Where will you travel to?
USER:London England please.
","Please search a hotel for me in London, England for one person.",{'location': 'London'}
139,41_00088,SearchHotel,"USER:I want to go out of town. I need to find a hotel.
SYSTEM:Which city would you like me to look in?
USER:I need two rooms in a hotel in NY.
",Please search for a hotel in NY for two rooms.,"{'location': 'New York', 'number_of_rooms': '2'}"
140,41_00089,SearchHotel,"USER:I need a hotel around London
",Could you please search a hotel for me around London?,{'location': 'London'}
141,41_00090,SearchHotel,"USER:I will be having some vacations so I need you to find me some hotels which I can stay in. Though the hotels I am looking for should allow the pets because I have a cat.
SYSTEM:Do you have a specific are where you would like the hotel to be in?
USER:I will be having the vacations in Portland, OR so I would like for the hotel to be there.
","Please search for a hotel in Portland, OR for my vacation, and make sure it allows pets since I’ll be bringing my cat.","{'location': 'Portland', 'pets_welcome': 'True'}"
142,41_00091,SearchHotel,"USER:Would you look for some hotels for me?
SYSTEM:What is your desired search area?
USER:I'd like to find some hotels near SD.
",Could you look for some hotels near SD for me?,{'location': 'San Diego'}
143,41_00092,SearchHotel,"USER:Hello, Good Evening. I would like to book 2 room for next week. Can you help me to find some good hotels?
SYSTEM:Sure, Madam. May I know the specific area you would prefer to stay?
USER:Please can you locate some good hotels in and around Vancouver?
",Can you help me to find some good hotels in and around Vancouver for next week for 2 rooms?,"{'location': 'Vancouver', 'number_of_rooms': '2'}"
144,41_00093,SearchHotel,"USER:Could you find me some hotels? I need 1 room, where pets are allowed.
SYSTEM:Where would you like me to search?
USER:I'd like hotels near LAX.
",Could you find me some hotels near LAX for 1 room where pets are allowed?,"{'location': 'Los Angeles', 'number_of_rooms': '1', 'pets_welcome': 'True'}"
145,41_00094,SearchHotel,"USER:Could you find me some hotels?
SYSTEM:Where should i search?
USER:I'd like to search NYC.
",Could you find me some hotels in NYC?,{'location': 'New York'}
146,41_00095,SearchHotel,"USER:I need to book one hotel room
SYSTEM:Sure. What city?
USER:A hotel in NYC
",Can you search for a hotel room in NYC for one person?,"{'location': 'New York', 'number_of_rooms': '1'}"
147,41_00096,SearchHotel,"USER:I want to stay in a hotel.
SYSTEM:Where are you traveling to?
USER:I will be staying in London, UK.
","Could you please search a hotel in London, UK for my stay?",{'location': 'London'}
148,41_00097,SearchHotel,"USER:Could you find some hotels for me?
SYSTEM:In which area should I look for hotels?
USER:I need hotels in London, UK.
","Could you find some hotels for me in London, UK?",{'location': 'London'}
149,41_00098,SearchHotel,"USER:Have you ever wondered what birthday gift to get the guy who has everything? That's the question I have today, my friend. However, I think I have an idea. Can you help me with some recommendations for a hotel? I want to get him a room in a nice hotel as a surprise.
SYSTEM:Okay. I can help you with that. In what city do you want to search for the hotel?
USER:I'm thinking a hotel in London would be fantastic.
",Could you please search for a hotel in London for two people on a surprise birthday gift?,{'location': 'London'}
150,41_00099,SearchHotel,"USER:Please help me find a hotel.
SYSTEM:I can do that. In what area would you like a hotel?
USER:I am looking for hotels near Paris, France.
","Could you help me find a hotel for my stay in Paris, France?",{'location': 'Paris'}
151,41_00100,SearchHotel,"USER:I wish to go for excursion along with my friends. Will you find me some good two rooms?
SYSTEM:Which area i need to find?
USER:I am willing to go to London, so please find it over there?
",Please find me some good two rooms in London for my excursion with friends.,"{'location': 'London', 'number_of_rooms': '2'}"
152,41_00101,SearchHotel,"USER:I need help locating some hotels.
SYSTEM:What area are you interested in?
USER:NY is my area of interest.
",Please search for hotels in NY for me.,{'location': 'New York'}
153,40_00099,ReserveHotel,"USER:I would like to make a reservation at Springhill Suites Fresno.
SYSTEM:What date would you like to check in and what area shall I search in?
USER:Check in on 11th of this month and search around Fresno.
SYSTEM:What date will you be checking out?
USER:Check out on the 14th.
SYSTEM:Ok, you would like to make a reservation for 1 room at Springhill Suites By Marriott Fresno in Fresno, checking in on March 11th and checking out on March 14th. Is that correct?
USER:Yes, that is correct. Could you tell me the rating of this hotel?
","Please reserve a hotel for me at Springhill Suites Fresno for 1 room, checking in on March 11th and checking out on March 14th.","{'check_in_date': '2019-03-11', 'check_out_date': '2019-03-14', 'hotel_name': 'Springhill Suites By Marriott Fresno', 'location': 'Fresno', 'number_of_rooms': '1'}"
154,40_00100,ReserveHotel,"USER:It just came up in my mind that I need to make a hotel reservation and I need an assistant in doing so.
SYSTEM:Have you also thought about the hotel you want to stay in? And what about the check in date?
USER:Yes, check for vacancies at Novotel London Tower Bridge for wednesday next week.
SYSTEM:Alright, where do you want me to search for your hotel?
USER:I want it to be in London, England.
SYSTEM:When do you think you'll check out?
USER:On the 13th of this month, I guess.
SYSTEM:Roger that, tell me if I got this right. You want me to make a reservation for 1 room at Novotel London Tower Bridge Hotel in London. Check in is due next Wednesday and check out is March 13th.
USER:Yes, I can confirm you that. Is the hotel pet friendly?
","Please reserve a hotel for me at Novotel London Tower Bridge in London for one person, checking in next Wednesday and checking out on the 13th of March.","{'check_in_date': '2019-03-06', 'check_out_date': '2019-03-13', 'hotel_name': 'Novotel London Tower Bridge Hotel', 'location': 'London', 'number_of_rooms': '1'}"
155,40_00101,ReserveHotel,"USER:I want to make a hotel reservation at Chicago Lake Shore checking in the 2nd of this month.
SYSTEM:Okay, what city do you want me to search for hotels?
USER:I want to find hotels near Chi-town.
SYSTEM:What date are you checking out?
USER:I am checking out on the 7th of this month and I need 2 rooms.
SYSTEM:Confirm the reservation details: I have 2 rooms at the Chicago Lake Shore Hotel in Chicago checking in tomorrow and checking out next Thursday.
USER:No, I want to stay at The Westin San Diego Gaslamp Quarter.
SYSTEM:Okay, I have 2 rooms at The Westin San Diego Gaslamp Quarter.
USER:No, I want hotels around SD and I need three rooms.
SYSTEM:Okay, the hotel in San Diego for 3 rooms.
USER:Yes, that is correct.
",Please reserve three rooms in San Diego for me.,"{'check_in_date': '2019-03-02', 'check_out_date': '2019-03-07', 'hotel_name': 'The Westin San Diego Gaslamp Quarter', 'location': 'San Diego', 'number_of_rooms': '3'}"
156,40_00102,ReserveHotel,"USER:Hi, Good morning, how are you doing? I would be travelling for a business meeting and would like to make a hotel reservation. Can you assist me?
SYSTEM:Sure! What facilities you look for? Which would be the best location for you to stay in?
USER:I would like to have Free-Wifi and In-room accessibility and please let me know if the Holiday Inn Express London have those options, for I wish to stay there?
SYSTEM:In which location? When are you expect to leave the hotel?
USER:My business meeting will be done with March 8th and I would check out on the same day. If any hotels available near London, that would be great.
SYSTEM:When are you planning to check-in?
USER:Probably by Tuesday next week.
SYSTEM:Okay! So, you wish to make your reservation at Holiday Inn Express London - Excel, located in London and you be arriving the hotel by next Tuesday and leaving by next Friday and the confirmation will be for 1 room. Is that right?
USER:Yup! perfect.
","Please reserve a hotel for me at Holiday Inn Express London, checking in next Tuesday and checking out on March 8th for 1 room.","{'check_in_date': '2019-03-05', 'check_out_date': '2019-03-08', 'hotel_name': 'Holiday Inn Express London - Excel', 'location': 'London', 'number_of_rooms': '1'}"
157,40_00103,ReserveHotel,"USER:I would like to book a hotel check out on March 12th
SYSTEM:Where would you like to stay and when would you like to check in
USER:I want to stay in around Paris and check in on March 1st
SYSTEM:Any hotel preferences?
USER:I need three rooms with Hotel Novotel Paris Vaugirard Montparnasse
SYSTEM:Please confirm your booking with Hotel Novotel Paris Vaugirard Montparnasse in Paris checking in today and checking out on March 12th with 3 rooms
USER:No i just need 1 room checking in next monday
SYSTEM:Please confirm your booking: 1 room checking in next Monday
USER:No, please search in LAX area for SLS hotel
SYSTEM:Please confirm your booking with SLS Hotel, A Luxury Collection Hotel, Beverly Hills in Los Angeles
USER:Yes thats right
","Please reserve a hotel for me in the LAX area at the SLS Hotel, checking in next Monday.","{'check_in_date': '2019-03-04', 'check_out_date': '2019-03-12', 'hotel_name': 'Sls Hotel, A Luxury Collection Hotel, Beverly Hills', 'location': 'Los Angeles', 'number_of_rooms': '1'}"
158,40_00104,ReserveHotel,"USER:I would like to book 1 room at a hotel.
SYSTEM:What dates would you like to arrive and leave?
USER:I want to arrive on the 5th and leave on the 13th of March.
SYSTEM:Do you have a particular hotel in mind you would like to book the room in?
USER:Yes, but I want to book two rooms instead of one. The hotel is the Travelodge Anaheim Inn.
SYSTEM:Where would you like the hotel to be?
USER:In Anaheim, CA.
SYSTEM:Let me make sure I have this right. You want to reserve 2 rooms in Anaheim at the Travelodge Anaheim Inn And Suite. Check in will be next Tuesday and check out would be March 13th. Is that correct?
USER:Yes that is correct. What number can I use to reach the hotel?
","Please reserve 2 rooms at the Travelodge Anaheim Inn in Anaheim, CA, checking in on March 5th and checking out on the 13th.","{'check_in_date': '2019-03-05', 'check_out_date': '2019-03-13', 'hotel_name': 'Travelodge Anaheim Inn And Suite', 'location': 'Anaheim', 'number_of_rooms': '2'}"
