dialogue_id,conversation,turn_services,intent,service_calls
1_00076,"USER:Where can I go to eat that also serves alcohol?
SYSTEM:Are you looking for American or Chinese food, or something else?
USER:I want to go somewhere where I can get a reasonably priced burger.
SYSTEM:What city would you like to eat in?
USER:I'd like to eat somewhere in Berkeley.
SYSTEM:The B&b Kitchen & Wine Bar is a great restaurant in Berkeley and a local favorite.
USER:Okay, please make a reservation.
SYSTEM:When would you like the reservation for?
USER:Half past 1 in the afternoon will be fine.
SYSTEM:I have booked a table for 2 at B&b Kitchen & Wine Bar for today at 1:30 pm in Berkeley. Is this correct?
USER:That sounds great. Is there live music and where are they located.
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Berkeley', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': 'B&b Kitchen & Wine Bar', 'time': '13:30'}}]"
1_00080,"USER:I would like to eat out side this time, can you search for a nice place?
SYSTEM:Yes, of course, which City do you like to eat? any preference?
USER:Ya, I like to eat at some nice place in Calistoga.
SYSTEM:Is there any preferred food specially liked by you?
USER:I like Taiwanese food so much, can you find something?
SYSTEM:I got details about 1, Soo Yuan Restaurant is the best one which is located in Calistoga as per your wish.
USER:Is there any liquor supply? and let me know the address.
SYSTEM:Yes they supply alcohol and the address is 1354 California 29.
USER:That's fine, please make reservation for 4 including me.
SYSTEM:at what time?
USER:1:30 in the afternoon will be fine.
SYSTEM:Please confirm: Booking for a table for 4 persons at Soo Yuan Restaurant in Calistoga at 1:30 pm today.
USER:Yes, that will be fine.
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Calistoga', 'date': '2019-03-01', 'party_size': '4', 'restaurant_name': 'Soo Yuan Restaurant', 'time': '13:30'}}]"
1_00082,"USER:Can you recommend a restaurant where I can go for a meal.
SYSTEM:Would you like me to search by any particular type of cuisine and city?
USER:I would like a reasonably priced restaurant that serves Sushi in San Rafael.
SYSTEM:There is a great restaurant called Sushi To Dai For in San Rafael.
USER:Can you tell me their exact location.
SYSTEM:They are located on 816 4th Street.
USER:Can you tell me the phone number for the restaurant? And I would like to know if they have live music as well.
SYSTEM:I am sorry, but they do not have live music. However, the phone number for the restaurant is 415-721-0392.
USER:I would like the name of another restaurant, one that serves Sichuan food, please.
SYSTEM:There is a great restaurant that serves Sichuan cuisine in San Rafael called Yet Wah Restaurant.
USER:Sure, that sounds good. I would like to go ahead and make a reservation for that restaurant.
SYSTEM:What time would you like me to make the reservation for?
USER:I would like to reserve for 7 in the evening for Monday next week.
SYSTEM:Excellent. Can you make a reservation at Yet Wah Restaurant in San Rafael for 7 pm next Monday for 2 people?
USER:Sure, that's perfect.
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'San Rafael', 'date': '2019-03-04', 'party_size': '2', 'restaurant_name': 'Yet Wah Restaurant', 'time': '19:00'}}]"
1_00086,"USER:Give me a place to eat at.
SYSTEM:Which city should I search? Is there a specific food type you would like to eat, such as American or Italian?
USER:San Bruno, I am looking for low priced, Taiwanese food.
SYSTEM:China Garden fits your preferences in San Bruno.
USER:Whats the address?
SYSTEM:586 San Mateo Avenue
USER:Do they serve liquor?
SYSTEM:They do not serve alcohol.
USER:Could you suggest another similar restaurant that serves alcohol?
SYSTEM:Dumpling Era in San Bruno serves alcohol.
USER:Could you suggest another restaurant without the price limitation?
SYSTEM:I found 1 restaurant: Ming's in San Bruno.
USER:That works. I'd like to make a reservation at half past 12 in the afternoon for 6 people.
SYSTEM:Please confirm: I am booking a table at Ming's, in San Bruno. The reservation is for 6 people, today at 12:30 pm.
USER:Correct. What is their address?
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'San Bruno', 'date': '2019-03-01', 'party_size': '6', 'restaurant_name': ""Ming's"", 'time': '12:30'}}]"
1_00087,"USER:I am looking for a Greek place to eat please.
SYSTEM:Which city should I search in?
USER:Please locate one in San Carlos.
SYSTEM:I found 2 Greek restaurants. Agora is a nice one located in San Carlos.
USER:Can you suggest any other restaurants? One that serves Spicy Noodles would be perfect.
SYSTEM:I located 2 restaurants. Asya Restaurant is nice and located on San Carlos.
USER:Could you suggest any other ones? I'd like one that serves alcohol.
SYSTEM:I found 1, Thai Time is nice and located in San Carlos.
USER:Yes, that sounds good. Please make a reservation.
SYSTEM:What time would you like?
USER:Please make if for 12:45.
SYSTEM:Please confirm the following: Booking a table for 2 today at Thai Time in the city of San Carlos for 12:45 pm.
USER:Yes, that is correct. Can you please provide me their phone number and address?
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'San Carlos', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': 'Thai Time', 'time': '12:45'}}]"
1_00088,"USER:Please help me find a restaurant.
SYSTEM:Please name the city I should search.
USER:I am looking for a restaurant in Petaluma.
SYSTEM:What type of food do you prefer? Please say Indian, Chinese, or something similar.
USER:Somewhere similar to Asian Fusion would be nice.
SYSTEM:How about Flowering Tea House in Petaluma?
USER:Yes, please make a reservation for 5:15 in the evening, next Friday.
SYSTEM:Please confirm your reservation details: Reservation for 2 next Friday, at 5:15 PM, in Petaluma at the Flowering Tea House.
USER:No, it's only for 1 person. Please make the time quarter past 1 in the afternoon.
SYSTEM:Please confirm your reservation details: Reservation for 1 person at 1:15 pm.
USER:Actually, no. Make it the 13th of this month for 3 people.
SYSTEM:Please confirm your reservation details: March 13th for 3 people.
USER:Yes, that's correct. Does this restaurant serve liquor?
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Petaluma', 'date': '2019-03-13', 'party_size': '3', 'restaurant_name': 'Flowering Tea House', 'time': '13:15'}}]"
1_00091,"USER:I want to get something to eat, something that's pricey, help me look for a place.
SYSTEM:What city would you like me to search in?
USER:Search in Pleasanton.
SYSTEM:What type of cuisine are you looking for, for example American, Indian, or anything else?
USER:I'm looking for Barbecue, that would hit the spot.
SYSTEM:There are 2 restaurants I've found. There's a nice restaurant called Baci Bistro And Bar in Pleasanton that might interest you.
USER:What's their phone number? And is there live music there?
SYSTEM:You can call them at 925-600-0600. And I'm sorry, but there's no live music there.
USER:Okay, that's fine. Make me a reservation for the restaurant.
SYSTEM:What time would you like the reservation for?
USER:I want it to be at 13:45.
SYSTEM:Okay, I'll make you a reservation for 2 at Baci Bistro And Bar in Pleasanton at 1:45 pm today, is that correct?
USER:Yeah, that's correct. Also, what's their address, and do they serve liquor there?
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Pleasanton', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': 'Baci Bistro And Bar', 'time': '13:45'}}]"
1_00092,"USER:I'm hungry, do you have any recommendations on where to eat?
SYSTEM:Where are you looking for to eat? What type of food do you want? Do you want American, Indian, or some other cuisine?
USER:I'm craving some Sushi in San Francisco if possible.
SYSTEM:There a good restaurant in San Francisco that sells sushi it is called 2g Japanese Brasserie.
USER:Do you know the price range of the restaurant?
SYSTEM:Their prices are moderate.
USER:That sounds great. I want to make a reservation.
SYSTEM:For when do you want to make it?
USER:Make a reservation for one person at afternoon 12.
SYSTEM:Please confirm: Making a reservation for 1 person today at 12 pm at 2g Japanese Brasserie in San Francisco.
USER:No, I'm sorry. It's for three people.
SYSTEM:Please confirm: Making a reservation for 3 people today at 12 pm at 2g Japanese Brasserie in San Francisco.
USER:In second though I want it to be at 12:30 in the afternoon.
SYSTEM:Making a reservation for 3 people today at 12:30 pm at 2g Japanese Brasserie in San Francisco.
USER:That is correct. What is the address of the restaurant?
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'San Francisco', 'date': '2019-03-01', 'party_size': '3', 'restaurant_name': '2g Japanese Brasserie', 'time': '12:30'}}]"
1_00094,"USER:What's a good place to grab a bite?
SYSTEM:What type of food. Italian? Indian?
USER:I'm in the mood for a burger.
SYSTEM:Where should I look?
USER:Find a place in Vallejo with live music.
SYSTEM:How about Mcdonald's in Vallejo?
USER:Yes. Please book a table.
SYSTEM:For what time?
USER:1 in the afternoon.
SYSTEM:Mcdonald's in Vallejo for 2 at 1 pm today. Correct?
USER:Yes, that is correct.
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'Vallejo', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': ""Mcdonald's"", 'time': '13:00'}}]"
1_00095,"USER:I'm searching for a place to dine at.
SYSTEM:What metropolis should I look in, and what types of food do you want?
USER:I'd like for a moderate costing meal in Mountain View, preferably French.
SYSTEM:La Fontaine is a lovely diner situated in Mountain View.
USER:Can you give me their phone number?
SYSTEM:The restaurant's number is 650-968-2300.
USER:What is the restaurant's location?
SYSTEM:The restaurant's location is 186 Castro Street.
USER:Is there any other restaurant you recommend, preferably in SF?
SYSTEM:I discovered 10 restaurants. There is a wonderful diner called Amelie San Francisco located in San Francisco.
USER:Yeah, that's the one for me. I'd like to book a spot at that restaurant.
SYSTEM:When would you like the booking for?
USER:Put it for morning 10:30.
SYSTEM:Please verify the following information: Reserve a table for 2 people at Amelie San Francisco for 10:30 am today in San Francisco.
USER:Yeah, that's what I want. Can you give me their phone number?
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'San Francisco', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': 'Amelie San Francisco', 'time': '10:30'}}]"
1_00097,"USER:what can I have for breakfast
SYSTEM:There is American, Chinese, or anything else what do you want to eat?
USER:Anyone that is burger like in nature
SYSTEM:which city should I search from
USER:San francisco is okay
SYSTEM:There is a nice returant called 1760 in San francisco
USER:Yes that is okay with me, I need a reservation at 1760
SYSTEM:when do u want it booked?
USER:evening 4:45 is perfect
SYSTEM:booking table at 1760, city San francisco, time 4:45 pm, date today, reservation for 2 people. Confirm the details above
USER:That is okay with me
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'San Francisco', 'date': '2019-03-01', 'party_size': '2', 'restaurant_name': '1760', 'time': '16:45'}}]"
1_00099,"USER:I am looking for a restaurant.
SYSTEM:What kind of food do you want? What city are you in?
USER:I am looking for asian food in SFO.
SYSTEM:I found 10 restaurants in San Francisco including 8 Immortals Restaurant.
USER:What other restaurants are there? I want to buy a drink.
SYSTEM:There is a nice restaurant in San Francisco called Butterfly Restaurant.
USER:Do they have live music? Where are they located?
SYSTEM:They do not have live music. They are at 33 The Embarcadero.
USER:What other restaurants are there?
SYSTEM:There is a nice restaurant in San Francisco called Chaat Corner.
USER:I want to make a reservation there.
SYSTEM:What time do you want to go?
USER:I want the reservation at half past 7 in the evening.
SYSTEM:Please confirm you want a reservation for 2 people at Chaat Corner in San Francisco today at 7:30 pm.
USER:No, I actually want to go on March 14th.
SYSTEM:Please confirm you want the reservation in San Francisco on March 14th.
USER:Actually, we are going as a group of three.
SYSTEM:Please confirm you want a reservation for 3 people on March 14th.
USER:That is correct.
",['Restaurants_1'],"['ReserveRestaurant', 'FindRestaurants']","[{'method': 'ReserveRestaurant', 'parameters': {'city': 'San Francisco', 'date': '2019-03-14', 'party_size': '3', 'restaurant_name': 'Chaat Corner', 'time': '19:30'}}]"
41_00051,"USER:Could you find me hotels?
SYSTEM:Which area would you like to search in?
USER:I want to find hotels in Kuala Lumpur.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'Kuala Lumpur'}}]"
41_00052,"USER:Can you look for hotels for me?
SYSTEM:Where would you like to stay?
USER:I'm looking for hotels in Vancouver.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'Vancouver'}}]"
41_00053,"USER:I'd like to book a hotel room in SD, can you help me find some?
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'San Diego'}}]"
41_00054,"USER:I have the necessity to book 1 hotel room.
SYSTEM:okay, can you be more specific about the area?
USER:Yes, look in New York area.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'New York', 'number_of_rooms': '1'}}]"
41_00055,"USER:I need to travel for a business trip . Will you find me some good hotels around Atlanta where pets are allowed?
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'Atlanta', 'pets_welcome': 'True'}}]"
41_00056,"USER:I need to book a hotel room. Can you find me one?
SYSTEM:Sure. What city are you staying in?
USER:I'm going to San Diego.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'San Diego'}}]"
41_00057,"USER:I'm going on a trip. Can you find me a hotel?
SYSTEM:Sure, where will you be going?
USER:I'll be going to Sydney.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'Sydney'}}]"
41_00058,"USER:I want to go to some nice hotels, can you help me to find one?
SYSTEM:Do you have any preferred area to search for the hotels?
USER:Please search it around London, UK, that will be perfect for me.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'London'}}]"
41_00059,"USER:search hotels for me please.
SYSTEM:sure, no problem. What area would you prefer I search?
USER:Please search Paris.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'Paris'}}]"
41_00060,"USER:Could you help me search for a hotel, please?
SYSTEM:What area would you like me to search?
USER:Search in London, UK.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'London'}}]"
41_00061,"USER:Hi, it's my wife and I'd anniversary and we'd like to go to London. Can you find me some hotels around there?
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'London'}}]"
41_00062,"USER:I wish to search for hotels around SFO. Could you please help me?
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'San Francisco'}}]"
41_00063,"USER:Hello! My name is William. I've a trip to London, UK for a couple of days. I would love if you can help me to find some good hotels around London and book two rooms for me.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'London', 'number_of_rooms': '2'}}]"
41_00064,"USER:I'm interested in finding a hotel. Can you help?
SYSTEM:Yes, I'd love to help. Where are you looking to stay?
USER:I will be staying in the Phoenix, AZ area.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'Phoenix'}}]"
41_00065,"USER:Hey, I just got the news that I my vacation days have been approved. Now, I sure could use your help to pull up some hotel options, if you please.
SYSTEM:I'll be glad to offer you some hotel options. In what city would you like me to search?
USER:Let's go for hotels around London, England.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'London'}}]"
41_00066,"USER:I want to book 1 hotel room.
SYSTEM:In which area.
USER:Around NY.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'New York', 'number_of_rooms': '1'}}]"
41_00067,"USER:Can you help me find hotels in New York?
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'New York'}}]"
41_00068,"USER:Can you help me to search for Hotels around London, UK, I may need 2 rooms?
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'London', 'number_of_rooms': '2'}}]"
41_00069,"USER:can you help me to search some hotels? I need one rooms to book.
SYSTEM:Whats your prefered area?
USER:I need the hotels around Toronto, Canada
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'Toronto', 'number_of_rooms': '1'}}]"
41_00070,"USER:I would like to find a hotel.
SYSTEM:In what city are you looking for a hotel
USER:I would like to find a hotel in the SD area.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'San Diego'}}]"
41_00071,"USER:Hi, Good morning. How are you doing today? I would like to make a reservation for this week end. Do you have vacancies in some good hotels?
SYSTEM:Good Morning. Doing good. How about you? Do you have any area preference to stay in?
USER:Yup! I would prefer to stay in a good hotel around Paris, France that has a good customer reviews and rating.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'Paris'}}]"
41_00072,"USER:I would like to find a hotel to sleep in, so can you help with that?
SYSTEM:Do you have a specific area in mind for where I should look for?
USER:I would like to find a hotel which is somewhere in Sydney, NSW.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'Sydney'}}]"
41_00073,"USER:Search Hotels, I need to book one room please.
SYSTEM:Sure, No problem. What are would you like me to search?
USER:Located hotels close to London, England please.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'London', 'number_of_rooms': '1'}}]"
41_00074,"USER:I'm looking for some hotels.
SYSTEM:What area are you interested in?
USER:I need a hotel in Sydney, Australia.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'Sydney'}}]"
41_00075,"USER:Could you help me find hotels?
SYSTEM:In what area would you like to find hotels?
USER:I need hotels around LA.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'Los Angeles'}}]"
41_00076,"USER:I'm going on a trip soon. Can you help me book a hotel?
SYSTEM:Sure, where are you going?
USER:I need one room that's pet-friendly somewhere around Atlanta.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'Atlanta', 'number_of_rooms': '1', 'pets_welcome': 'True'}}]"
41_00077,"USER:I need some help finding a hotel.
SYSTEM:What city do you want to look in?
USER:I just want one room in London, England.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'London', 'number_of_rooms': '1'}}]"
41_00078,"USER:We have to arrange a party in the hotel for my relatives on a memorable occasion. Is there any suitable hotel to book 2 rooms.
SYSTEM:Are you particular with any area?
USER:It would be better in SFO.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'San Francisco', 'number_of_rooms': '2'}}]"
41_00079,"USER:Please help me find a hotel. I need to book 1 room.
SYSTEM:I can do that. In what area do you want to stay?
USER:I need a hotel in London, UK please.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'London', 'number_of_rooms': '1'}}]"
41_00080,"USER:Can you search for some hotels for me?
SYSTEM:Which area you need me to look in?
USER:I require hotels around New York City
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'New York'}}]"
41_00081,"USER:Can you search some hotels for me? I want to search around Paris, France
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'Paris'}}]"
41_00082,"USER:Will you help me find hotels?
SYSTEM:Where?
USER:Around London, UK.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'London'}}]"
41_00083,"USER:Due to certain reasons I have to dine outside. Can you find a suitable hotel for me?
SYSTEM:Where do you want to dine at?
USER:Around New York City.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'New York'}}]"
41_00084,"USER:In want to find some hotels in KL, can you find for me?
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'Kuala Lumpur'}}]"
41_00085,"USER:I need help finding a hotel.
SYSTEM:In which area?
USER:Around NYC.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'New York'}}]"
41_00086,"USER:I'm going on a short trip with my boyfriend. Can you find me some hotels?
SYSTEM:In which city?
USER:Paris, France. Please.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'Paris'}}]"
41_00087,"USER:Please get me a room.
SYSTEM:Where will you travel to?
USER:London England please.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'London'}}]"
41_00088,"USER:I want to go out of town. I need to find a hotel.
SYSTEM:Which city would you like me to look in?
USER:I need two rooms in a hotel in NY.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'New York', 'number_of_rooms': '2'}}]"
41_00089,"USER:I need a hotel around London
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'London'}}]"
41_00090,"USER:I will be having some vacations so I need you to find me some hotels which I can stay in. Though the hotels I am looking for should allow the pets because I have a cat.
SYSTEM:Do you have a specific are where you would like the hotel to be in?
USER:I will be having the vacations in Portland, OR so I would like for the hotel to be there.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'Portland', 'pets_welcome': 'True'}}]"
41_00091,"USER:Would you look for some hotels for me?
SYSTEM:What is your desired search area?
USER:I'd like to find some hotels near SD.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'San Diego'}}]"
41_00092,"USER:Hello, Good Evening. I would like to book 2 room for next week. Can you help me to find some good hotels?
SYSTEM:Sure, Madam. May I know the specific area you would prefer to stay?
USER:Please can you locate some good hotels in and around Vancouver?
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'Vancouver', 'number_of_rooms': '2'}}]"
41_00093,"USER:Could you find me some hotels? I need 1 room, where pets are allowed.
SYSTEM:Where would you like me to search?
USER:I'd like hotels near LAX.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'Los Angeles', 'number_of_rooms': '1', 'pets_welcome': 'True'}}]"
41_00094,"USER:Could you find me some hotels?
SYSTEM:Where should i search?
USER:I'd like to search NYC.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'New York'}}]"
41_00095,"USER:I need to book one hotel room
SYSTEM:Sure. What city?
USER:A hotel in NYC
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'New York', 'number_of_rooms': '1'}}]"
41_00096,"USER:I want to stay in a hotel.
SYSTEM:Where are you traveling to?
USER:I will be staying in London, UK.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'London'}}]"
41_00097,"USER:Could you find some hotels for me?
SYSTEM:In which area should I look for hotels?
USER:I need hotels in London, UK.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'London'}}]"
41_00098,"USER:Have you ever wondered what birthday gift to get the guy who has everything? That's the question I have today, my friend. However, I think I have an idea. Can you help me with some recommendations for a hotel? I want to get him a room in a nice hotel as a surprise.
SYSTEM:Okay. I can help you with that. In what city do you want to search for the hotel?
USER:I'm thinking a hotel in London would be fantastic.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'London'}}]"
41_00099,"USER:Please help me find a hotel.
SYSTEM:I can do that. In what area would you like a hotel?
USER:I am looking for hotels near Paris, France.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'Paris'}}]"
41_00100,"USER:I wish to go for excursion along with my friends. Will you find me some good two rooms?
SYSTEM:Which area i need to find?
USER:I am willing to go to London, so please find it over there?
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'London', 'number_of_rooms': '2'}}]"
41_00101,"USER:I need help locating some hotels.
SYSTEM:What area are you interested in?
USER:NY is my area of interest.
",['Hotels_3'],['SearchHotel'],"[{'method': 'SearchHotel', 'parameters': {'location': 'New York'}}]"
40_00099,"USER:I would like to make a reservation at Springhill Suites Fresno.
SYSTEM:What date would you like to check in and what area shall I search in?
USER:Check in on 11th of this month and search around Fresno.
SYSTEM:What date will you be checking out?
USER:Check out on the 14th.
SYSTEM:Ok, you would like to make a reservation for 1 room at Springhill Suites By Marriott Fresno in Fresno, checking in on March 11th and checking out on March 14th. Is that correct?
USER:Yes, that is correct. Could you tell me the rating of this hotel?
",['Hotels_3'],['ReserveHotel'],"[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-11', 'check_out_date': '2019-03-14', 'hotel_name': 'Springhill Suites By Marriott Fresno', 'location': 'Fresno', 'number_of_rooms': '1'}}]"
40_00100,"USER:It just came up in my mind that I need to make a hotel reservation and I need an assistant in doing so.
SYSTEM:Have you also thought about the hotel you want to stay in? And what about the check in date?
USER:Yes, check for vacancies at Novotel London Tower Bridge for wednesday next week.
SYSTEM:Alright, where do you want me to search for your hotel?
USER:I want it to be in London, England.
SYSTEM:When do you think you'll check out?
USER:On the 13th of this month, I guess.
SYSTEM:Roger that, tell me if I got this right. You want me to make a reservation for 1 room at Novotel London Tower Bridge Hotel in London. Check in is due next Wednesday and check out is March 13th.
USER:Yes, I can confirm you that. Is the hotel pet friendly?
",['Hotels_3'],['ReserveHotel'],"[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-06', 'check_out_date': '2019-03-13', 'hotel_name': 'Novotel London Tower Bridge Hotel', 'location': 'London', 'number_of_rooms': '1'}}]"
40_00101,"USER:I want to make a hotel reservation at Chicago Lake Shore checking in the 2nd of this month.
SYSTEM:Okay, what city do you want me to search for hotels?
USER:I want to find hotels near Chi-town.
SYSTEM:What date are you checking out?
USER:I am checking out on the 7th of this month and I need 2 rooms.
SYSTEM:Confirm the reservation details: I have 2 rooms at the Chicago Lake Shore Hotel in Chicago checking in tomorrow and checking out next Thursday.
USER:No, I want to stay at The Westin San Diego Gaslamp Quarter.
SYSTEM:Okay, I have 2 rooms at The Westin San Diego Gaslamp Quarter.
USER:No, I want hotels around SD and I need three rooms.
SYSTEM:Okay, the hotel in San Diego for 3 rooms.
USER:Yes, that is correct.
",['Hotels_3'],['ReserveHotel'],"[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-02', 'check_out_date': '2019-03-07', 'hotel_name': 'The Westin San Diego Gaslamp Quarter', 'location': 'San Diego', 'number_of_rooms': '3'}}]"
40_00102,"USER:Hi, Good morning, how are you doing? I would be travelling for a business meeting and would like to make a hotel reservation. Can you assist me?
SYSTEM:Sure! What facilities you look for? Which would be the best location for you to stay in?
USER:I would like to have Free-Wifi and In-room accessibility and please let me know if the Holiday Inn Express London have those options, for I wish to stay there?
SYSTEM:In which location? When are you expect to leave the hotel?
USER:My business meeting will be done with March 8th and I would check out on the same day. If any hotels available near London, that would be great.
SYSTEM:When are you planning to check-in?
USER:Probably by Tuesday next week.
SYSTEM:Okay! So, you wish to make your reservation at Holiday Inn Express London - Excel, located in London and you be arriving the hotel by next Tuesday and leaving by next Friday and the confirmation will be for 1 room. Is that right?
USER:Yup! perfect.
",['Hotels_3'],['ReserveHotel'],"[{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-05', 'check_out_date': '2019-03-08', 'hotel_name': 'Holiday Inn Express London - Excel', 'location': 'London', 'number_of_rooms': '1'}}]"
